ticker,name,sector,industry,price,collection
neu,newmarket corporation,basic materials,specialty chemicals,wiki/neu,stocks/neu
newn,new energy systems group,technology,diversified electronics,na,stocks/newn
newp,newport corp.,services,industrial equipment wholesale,wiki/newp,stocks/newp
news,"newstar financial, inc.",financial,credit services,wiki/news,stocks/news
newt,newtek business services inc.,services,business services,na,stocks/newt
nfec,nf energy saving corp.,industrial goods,industrial equipment & components,na,stocks/nfec
nfg,national fuel gas company,basic materials,independent oil & gas,wiki/nfg,stocks/nfg
nflx,"netflix, inc.",services,catv systems,wiki/nflx,stocks/nflx
nfsb,newport bancorp inc.,,,na,stocks/nfsb
nfx,newfield exploration co.,basic materials,independent oil & gas,wiki/nfx,stocks/nfx
ngl,ngl energy partners lp,basic materials,oil & gas refining & marketing,na,stocks/ngl
ngls,targa resources partners lp,basic materials,oil & gas pipelines,na,stocks/ngls
ngs,natural gas services group inc.,basic materials,oil & gas equipment & services,wiki/ngs,stocks/ngs
ngsx,"neurogesx, inc.",healthcare,drug manufacturers - other,na,stocks/ngsx
nhc,national healthcare corp.,healthcare,long-term care facilities,wiki/nhc,stocks/nhc
ngvc,"natural grocers by vitamin cottage, inc.",services,grocery stores,wiki/ngvc,stocks/ngvc
nhtb,new hampshire thrift bancshares inc.,financial,savings & loans,na,stocks/nhtb
nhi,national health investors inc.,financial,reit - healthcare facilities,na,stocks/nhi
nick,nicholas financial inc.,financial,credit services,wiki/nick,stocks/nick
nihd,nii holdings inc.,technology,wireless communications,wiki/nihd,stocks/nihd
ni,nisource inc.,utilities,diversified utilities,wiki/ni,stocks/ni
nile,blue nile inc.,services,jewelry stores,wiki/nile,stocks/nile
njr,new jersey resources corp.,utilities,gas utilities,wiki/njr,stocks/njr
nka,niska gas storage partners llc,utilities,gas utilities,na,stocks/nka
nke,"nike, inc.",consumer goods,textile - apparel footwear & accessories,wiki/nke,stocks/nke
nksh,national bankshares inc.,financial,regional - mid-atlantic banks,wiki/nksh,stocks/nksh
nktr,nektar therapeutics,healthcare,biotechnology,wiki/nktr,stocks/nktr
nl,nl industries inc.,services,industrial equipment wholesale,wiki/nl,stocks/nl
nlp,nts realty holdings lp,financial,real estate development,na,stocks/nlp
nls,nautilus inc.,consumer goods,sporting goods,wiki/nls,stocks/nls
nlnk,newlink genetics corporation,healthcare,biotechnology,wiki/nlnk,stocks/nlnk
nlsn,nielsen holdings n.v.,technology,information & delivery services,wiki/nlsn,stocks/nlsn
nlst,netlist inc.,technology,semiconductor- memory chips,na,stocks/nlst
nly,"annaly capital management, inc.",financial,reit - diversified,na,stocks/nly
nmrx,numerex corp.,technology,communication equipment,wiki/nmrx,stocks/nmrx
nnbr,nn inc.,industrial goods,machine tools & accessories,wiki/nnbr,stocks/nnbr
nni,"nelnet, inc.",financial,credit services,wiki/nni,stocks/nni
nnn,"national retail properties, inc.",financial,reit - diversified,na,stocks/nnn
nobh,nobility homes inc.,industrial goods,manufactured housing,na,stocks/nobh
nor,noranda aluminum holding corp.,basic materials,aluminum,wiki/nor,stocks/nor
noc,northrop grumman corporation,industrial goods,aerospace/defense - major diversified,wiki/noc,stocks/noc
nov,"national oilwell varco, inc.",basic materials,oil & gas equipment & services,wiki/nov,stocks/nov
novb,north valley bancorp,financial,regional - pacific banks,na,stocks/novb
now,"servicenow, inc.",technology,information technology services,wiki/now,stocks/now
np,"neenah paper, inc.",consumer goods,paper & paper products,wiki/np,stocks/np
npbc,national penn bancshares inc.,financial,regional - northeast banks,wiki/npbc,stocks/npbc
npk,national presto industries inc.,consumer goods,appliances,wiki/npk,stocks/npk
npo,"enpro industries, inc.",industrial goods,industrial equipment & components,wiki/npo,stocks/npo
npsp,"nps pharmaceuticals, inc.",healthcare,biotechnology,wiki/npsp,stocks/npsp
nptn,neophotonics corporation,technology,semiconductor - broad line,wiki/nptn,stocks/nptn
nr,newpark resources inc.,basic materials,oil & gas equipment & services,wiki/nr,stocks/nr
nrf,northstar realty finance corp.,financial,reit - retail,na,stocks/nrf
nrg,"nrg energy, inc.",utilities,diversified utilities,wiki/nrg,stocks/nrg
nrim,northrim bancorp inc.,financial,regional - pacific banks,wiki/nrim,stocks/nrim
nrp,natural resource partners lp,basic materials,industrial metals & minerals,na,stocks/nrp
nrtlq,nortel networks corporation,,,na,stocks/nrtlq
ns,nustar energy l.p.,basic materials,oil & gas pipelines,na,stocks/ns
nsc,norfolk southern corporation,services,railroads,wiki/nsc,stocks/nsc
nsec,national security group inc.,financial,property & casualty insurance,na,stocks/nsec
nsh,"nustar gp holdings, llc",basic materials,oil & gas pipelines,na,stocks/nsh
nsfc,northern states financial corporation,financial,regional - midwest banks,na,stocks/nsfc
nsit,insight enterprises inc.,technology,application software,wiki/nsit,stocks/nsit
nslp,new source energy partners l.p.,basic materials,independent oil & gas,na,stocks/nslp
nsm,nationstar mortgage holdings inc.,financial,mortgage investment,wiki/nsm,stocks/nsm
nsp,"insperity, inc.",services,business services,wiki/nsp,stocks/nsp
nsph,"nanosphere, inc.",healthcare,medical instruments & supplies,wiki/nsph,stocks/nsph
nsr,"neustar, inc.",technology,diversified communication services,wiki/nsr,stocks/nsr
nssc,"napco security technologies, inc.",services,security & protection services,na,stocks/nssc
nsys,nortech systems inc.,technology,diversified electronics,na,stocks/nsys
ntap,"netapp, inc.",technology,data storage devices,wiki/ntap,stocks/ntap
ntct,"netscout systems, inc.",technology,business software & services,wiki/ntct,stocks/ntct
ntgr,netgear inc.,technology,communication equipment,wiki/ntgr,stocks/ntgr
nti,northern tier energy lp,basic materials,oil & gas refining & marketing,na,stocks/nti
ntic,northern technologies international corp.,consumer goods,packaging & containers,na,stocks/ntic
ntn,ntn buzztime inc.,services,broadcasting - tv,na,stocks/ntn
ntrs,northern trust corporation,financial,asset management,wiki/ntrs,stocks/ntrs
nts,"nts, inc",technology,diversified communication services,na,stocks/nts
ntsc,national technical systems inc.,,,na,stocks/ntsc
ntwk,"netsol technologies, inc.",technology,application software,na,stocks/ntwk
nu,northeast utilities,utilities,diversified utilities,wiki/nu,stocks/nu
nue,nucor corporation,basic materials,steel & iron,wiki/nue,stocks/nue
nuro,neurometrix inc.,healthcare,medical instruments & supplies,na,stocks/nuro
nus,nu skin enterprises inc.,consumer goods,personal products,wiki/nus,stocks/nus
nutr,nutraceutical international corporation,consumer goods,personal products,wiki/nutr,stocks/nutr
nvda,nvidia corporation,technology,semiconductor - specialized,wiki/nvda,stocks/nvda
nve,nve corp.,technology,semiconductor - specialized,na,stocks/nve
nvec,nve corp.,technology,semiconductor - specialized,wiki/nvec,stocks/nvec
nvr,"nvr, inc.",industrial goods,residential construction,wiki/nvr,stocks/nvr
nwbi,"northwest bancshares, inc.",financial,savings & loans,wiki/nwbi,stocks/nwbi
nwbo,"northwest biotherapeutics, inc.",healthcare,biotechnology,na,na
nwe,northwestern corporation,utilities,diversified utilities,wiki/nwe,stocks/nwe
nwfl,norwood financial corp.,financial,regional - northeast banks,na,stocks/nwfl
nwli,national western life insurance company,financial,life insurance,wiki/nwli,stocks/nwli
nwpx,northwest pipe co.,basic materials,steel & iron,wiki/nwpx,stocks/nwpx
nwy,new york & company inc.,services,apparel stores,wiki/nwy,stocks/nwy
nx,quanex building products corporation,industrial goods,general building materials,wiki/nx,stocks/nx
nxst,"nexstar broadcasting group, inc.",services,broadcasting - tv,wiki/nxst,stocks/nxst
nycb,new york community bancorp inc.,financial,savings & loans,wiki/nycb,stocks/nycb
nymt,new york mortgage trust inc.,financial,reit - residential,na,na
nyny,empire resorts inc.,services,resorts & casinos,na,stocks/nyny
o,realty income corporation,financial,reit - retail,na,stocks/o
oabc,"omniamerican bancorp, inc.",financial,regional - southwest banks,wiki/oabc,stocks/oabc
oak,"oaktree capital group, llc",financial,asset management,na,stocks/oak
oas,oasis petroleum inc.,basic materials,independent oil & gas,wiki/oas,stocks/oas
ob,"onebeacon insurance group, ltd.",financial,surety & title insurance,wiki/ob,stocks/ob
obaf,"oba financial services, inc.",financial,regional - mid-atlantic banks,na,stocks/obaf
obci,ocean bio-chem inc.,consumer goods,cleaning products,na,stocks/obci
oc,owens corning,industrial goods,general building materials,wiki/oc,stocks/oc
occ,optical cable corp.,technology,communication equipment,na,stocks/occ
ocfc,oceanfirst financial corp.,financial,savings & loans,wiki/ocfc,stocks/ocfc
oclr,"oclaro, inc.",technology,semiconductor equipment & materials,na,stocks/oclr
ocls,"oculus innovative sciences, inc.",healthcare,medical instruments & supplies,na,stocks/ocls
ocr,omnicare inc.,healthcare,specialized health services,wiki/ocr,stocks/ocr
ocz,"ocz technology group, inc.",,,na,stocks/ocz
odfl,old dominion freight line inc.,services,trucking,wiki/odfl,stocks/odfl
odp,"office depot, inc.",services,"specialty retail, other",wiki/odp,stocks/odp
oesx,"orion energy systems, inc",technology,diversified electronics,na,stocks/oesx
ofed,oconee federal financial corp.,financial,savings & loans,na,stocks/ofed
ofg,ofg bancorp,financial,money center banks,wiki/ofg,stocks/ofg
ofix,orthofix international n.v.,healthcare,medical appliances & equipment,wiki/ofix,stocks/ofix
oflx,"omegaflex, inc.",industrial goods,industrial equipment & components,wiki/oflx,stocks/oflx
odc,oil-dri corp. of america,basic materials,specialty chemicals,wiki/odc,stocks/odc
orb,orbital sciences corp.,industrial goods,aerospace/defense products & services,wiki/orb,stocks/orb
orbc,"orbcomm, inc.",technology,diversified communication services,wiki/orbc,stocks/orbc
orbt,orbit international corp.,technology,diversified electronics,na,stocks/orbt
orcl,oracle corporation,technology,application software,wiki/orcl,stocks/orcl
orex,"orexigen therapeutics, inc.",healthcare,drug manufacturers - other,wiki/orex,stocks/orex
ori,old republic international corporation,financial,property & casualty insurance,wiki/ori,stocks/ori
orly,o'reilly automotive inc.,services,auto parts stores,wiki/orly,stocks/orly
orn,"orion marine group, inc",industrial goods,heavy construction,wiki/orn,stocks/orn
orrf,orrstown financial services inc.,financial,regional - northeast banks,na,stocks/orrf
ormp,oramed pharmaceuticals inc.,healthcare,biotechnology,na,na
osbc,old second bancorp inc.,financial,regional - midwest banks,na,stocks/osbc
osis,"osi systems, inc.",industrial goods,industrial electrical equipment,wiki/osis,stocks/osis
osir,"osiris therapeutics, inc.",healthcare,biotechnology,wiki/osir,stocks/osir
osk,oshkosh corporation,consumer goods,trucks & other vehicles,wiki/osk,stocks/osk
ostk,overstock.com inc.,services,catalog & mail order houses,wiki/ostk,stocks/ostk
osur,"orasure technologies, inc.",healthcare,medical instruments & supplies,wiki/osur,stocks/osur
otex,open text corporation,technology,application software,na,stocks/otex
ottr,otter tail corporation,utilities,diversified utilities,wiki/ottr,stocks/ottr
ovas,"ovascience, inc.",healthcare,biotechnology,wiki/ovas,na
ovbc,ohio valley banc corp.,financial,regional - midwest banks,na,stocks/ovbc
ovly,oak valley bancorp,financial,regional - pacific banks,na,na
ovrl,overland storage inc.,technology,data storage devices,na,stocks/ovrl
ovti,"omnivision technologies, inc.",technology,semiconductor - integrated circuits,wiki/ovti,stocks/ovti
oww,"orbitz worldwide, inc.",services,general entertainment,wiki/oww,stocks/oww
oxbt,"oxygen biotherapeutics, inc.",healthcare,biotechnology,na,stocks/oxbt
oxgn,"oxigene, inc.",healthcare,biotechnology,na,stocks/oxgn
oxf,"oxford resource partners, l.p.",basic materials,nonmetallic mineral mining,na,stocks/oxf
oxm,oxford industries inc.,consumer goods,textile - apparel clothing,wiki/oxm,stocks/oxm
oxy,occidental petroleum corporation,basic materials,independent oil & gas,wiki/oxy,stocks/oxy
ozm,och-ziff capital management group llc,financial,asset management,na,stocks/ozm
paa,"plains all american pipeline, l.p.",basic materials,oil & gas pipelines,na,stocks/paa
pacb,"pacific biosciences of california, inc.",healthcare,biotechnology,wiki/pacb,stocks/pacb
pacw,pacwest bancorp,financial,regional - pacific banks,wiki/pacw,stocks/pacw
pag,"penske automotive group, inc.",services,auto dealerships,wiki/pag,stocks/pag
pamt,parametric sound corporation,,,na,stocks/pamt
panw,"palo alto networks, inc.",technology,networking & communication devices,wiki/panw,stocks/panw
par,par technology corporation,technology,application software,na,stocks/par
pars,pharmos corp.,,,na,stocks/pars
path,"nupathe, inc.",,,na,stocks/path
patr,"patriot transportation holding, inc.",services,trucking,wiki/patr,stocks/patr
patk,patrick industries inc.,industrial goods,"lumber, wood production",wiki/patk,stocks/patk
pay,"verifone systems, inc.",consumer goods,business equipment,wiki/pay,stocks/pay
payx,"paychex, inc.",services,staffing & outsourcing services,wiki/payx,stocks/payx
pb,prosperity bancshares inc.,financial,regional - southwest banks,wiki/pb,stocks/pb
pbct,people's united financial inc.,financial,savings & loans,wiki/pbct,stocks/pbct
pbf,pbf energy inc.,basic materials,oil & gas refining & marketing,wiki/pbf,stocks/pbf
pbh,"prestige brands holdings, inc.",services,medical equipment wholesale,wiki/pbh,stocks/pbh
pbhc,"pathfinder bancorp, inc.",financial,savings & loans,na,stocks/pbhc
pbib,porter bancorp inc.,financial,regional - southeast banks,na,stocks/pbib
pbi,pitney bowes inc.,consumer goods,business equipment,wiki/pbi,stocks/pbi
pbio,"pressure biosciences, inc.",healthcare,medical appliances & equipment,na,stocks/pbio
pbip,"prudential bancorp, inc.",financial,savings & loans,na,stocks/pbip
pbsk,"poage bankshares, inc.",financial,savings & loans,na,stocks/pbsk
pby,,services,auto parts stores,wiki/pby,stocks/pby
pbyi,"puma biotechnology, inc.",healthcare,biotechnology,wiki/pbyi,na
pcar,paccar inc.,consumer goods,trucks & other vehicles,wiki/pcar,stocks/pcar
pcbk,pacific continental corp.,financial,regional - pacific banks,wiki/pcbk,stocks/pcbk
pcbs,"provident community bancshares, inc.",financial,savings & loans,na,stocks/pcbs
pccc,"pc connection, inc.",services,computers wholesale,wiki/pccc,stocks/pccc
pcg,,utilities,electric utilities,wiki/pcg,stocks/pcg
pcl,plum creek timber co. inc.,industrial goods,"lumber, wood production",wiki/pcl,stocks/pcl
pcln,the priceline group inc.,services,business services,wiki/pcln,stocks/pcln
pcmi,"pcm, inc.",services,"specialty retail, other",na,na
pcp,precision castparts corp.,industrial goods,metal fabrication,wiki/pcp,stocks/pcp
pcti,"pctel, inc.",technology,wireless communications,wiki/pcti,stocks/pcti
pcyg,park city group inc.,technology,business software & services,na,stocks/pcyg
pcyo,pure cycle corporation,utilities,water utilities,wiki/pcyo,stocks/pcyo
pdce,"pdc energy, inc.",basic materials,independent oil & gas,wiki/pdce,stocks/pdce
pdco,"patterson companies, inc.",services,medical equipment wholesale,wiki/pdco,stocks/pdco
